const unsigned char style_default[] = {
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x5f,0x6c,0x65,0x66,0x74,0x5f,
0x70,0x75,0x73,0x68,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,
0x5f,0x6c,0x65,0x66,0x74,0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,
0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x5f,0x72,0x69,0x67,0x68,0x74,0x00,0x00,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x5f,0x72,0x69,0x67,0x68,0x74,0x5f,0x70,0x75,0x73,0x68,
0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x5f,0x72,0x69,0x67,
0x68,0x74,0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,
0x00,0x62,0x74,0x6e,0x5f,0x31,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,
0x74,0x6e,0x5f,0x31,0x5f,0x70,0x75,0x73,0x68,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,
0x00,0x00,0x62,0x74,0x6e,0x5f,0x31,0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x32,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,
0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x32,0x5f,0x70,0x75,0x73,0x68,0x00,0x00,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x32,0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x32,0x61,0x00,0x00,0x00,
0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x32,0x61,0x5f,0x70,0x75,0x73,
0x68,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x32,0x61,
0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,
0x74,0x6e,0x5f,0x33,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,
0x5f,0x33,0x5f,0x70,0x75,0x73,0x68,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,
0x62,0x74,0x6e,0x5f,0x33,0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,
0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x34,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,
0x00,0x00,0x62,0x74,0x6e,0x5f,0x34,0x5f,0x70,0x75,0x73,0x68,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,
0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x34,0x5f,0x68,0x6f,0x76,0x65,0x72,0x00,0x00,0x00,0x00,
0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x35,0x00,0x00,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x35,0x5f,0x70,0x75,0x73,0x68,0x00,0x00,0x00,
0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x62,0x74,0x6e,0x5f,0x35,0x5f,0x68,0x6f,0x76,0x65,
0x72,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,
0xf0,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x6f,0x77,0x5f,0x64,0x6f,0x77,0x6e,
0x5f,0x6e,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,0xc0,
0xc0,0xc0,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x6f,0x77,0x5f,0x64,0x6f,0x77,
0x6e,0x5f,0x70,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,
0xe0,0xe0,0xe0,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x6f,0x77,0x5f,0x64,0x6f,
0x77,0x6e,0x5f,0x6f,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,
0x00,0xf0,0xf0,0xf0,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x6f,0x77,0x5f,0x75,
0x70,0x5f,0x6e,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,
0xc0,0xc0,0xc0,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x6f,0x77,0x5f,0x75,0x70,
0x5f,0x70,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,0xe0,
0xe0,0xe0,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x61,0x72,0x72,0x6f,0x77,0x5f,0x75,0x70,0x5f,
0x6f,0x00,0x05,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0x02,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x20,0x20,0x20,0xff,0x06,0x00,
0x00,0x00,0xff,0xff,0xff,0xff,0x00,0x00,0x00,0x00,0x05,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x18,0x00,
0x00,0x00,0x08,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,
0x00,0x00,0x20,0x20,0x20,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x00,0x00,0x00,0x00,0x05,0x00,
0x00,0x00,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x02,0x00,
0x00,0x00,0xff,0xff,0xff,0xff,0x0a,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,
0xff,0xff,0x00,0x00,0x00,0x00,0x05,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x08,0x00,
0x00,0x00,0x01,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x20,0x20,
0x20,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x00,0x00,0x00,0x00,0x05,0x00,0x00,0x00,0x0b,0x00,
0x00,0x00,0x08,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x08,0x00,0x00,0x00,0x02,0x00,
0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x00,0x80,0x00,0xff,0x00,0x00,
0x00,0x00,0x05,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0x00,0x00,
0x00,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,
0x00,0x00,0xff,0xff,0x00,0xff,0x00,0x00,0x00,0x00,0x05,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,
0x00,0x00,0x0a,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,
0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x00,0x00,0xff,0xff,0x00,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,
0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x0a,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,
0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,
0x00,0x00,0xd0,0xd0,0xd0,0xff,0x01,0x00,0x00,0x00,0xbe,0xbe,0xbe,0xff,0x00,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,
0x00,0x00,0xff,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,
0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x02,0x00,
0x00,0x00,0xc0,0xc0,0xc0,0xff,0x06,0x00,0x00,0x00,0xff,0xd7,0x00,0xff,0x00,0x00,0x00,0x00,0x00,0x00,
0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x62,0x67,0x00,
0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x66,0x67,0x00,0x0e,0x00,0x00,0x00,0x73,0x6c,
0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,0x67,0x00,0x02,0x00,0x00,0x00,0x0d,0x00,0x00,0x00,0x0c,0x00,
0x00,0x00,0x10,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,
0x69,0x64,0x65,0x72,0x5f,0x76,0x5f,0x62,0x67,0x00,0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,
0x5f,0x76,0x5f,0x66,0x67,0x00,0x0e,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,
0x67,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x0a,0x00,0x00,0x00,0xff,0xd7,
0x00,0xff,0x02,0x00,0x00,0x00,0x00,0x00,0xff,0xff,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0xa0,0xa0,0xa0,0xff,0x0a,0x00,0x00,0x00,0xff,0xa7,0x00,0xff,0x02,0x00,0x00,0x00,0x00,0x00,
0xff,0xff,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x0a,0x00,
0x00,0x00,0xff,0xe7,0x00,0xff,0x02,0x00,0x00,0x00,0x00,0x00,0xff,0xff,0x00,0x00,0x00,0x00,0x00,0x00,
0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x62,0x67,0x00,
0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x66,0x67,0x00,0x0e,0x00,0x00,0x00,0x73,0x6c,
0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,0x67,0x00,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,
0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x62,0x67,0x00,0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,
0x65,0x72,0x5f,0x66,0x67,0x00,0x0e,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,
0x67,0x5f,0x70,0x00,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,
0x65,0x72,0x5f,0x62,0x67,0x00,0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x66,0x67,0x00,
0x0e,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,0x67,0x5f,0x6f,0x00,0x02,0x00,
0x00,0x00,0x0d,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x10,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x03,0x00,
0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x76,0x5f,0x62,0x67,0x00,0x0f,0x00,
0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x76,0x5f,0x66,0x67,0x00,0x0e,0x00,0x00,0x00,0x73,0x6c,
0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,0x67,0x00,0x02,0x00,0x00,0x00,0x0d,0x00,0x00,0x00,0x0c,0x00,
0x00,0x00,0x10,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,
0x69,0x64,0x65,0x72,0x5f,0x76,0x5f,0x62,0x67,0x00,0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,
0x5f,0x76,0x5f,0x66,0x67,0x00,0x0e,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,
0x67,0x5f,0x70,0x00,0x02,0x00,0x00,0x00,0x0d,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x10,0x00,0x00,0x00,
0x0c,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x0c,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x76,
0x5f,0x62,0x67,0x00,0x0f,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x76,0x5f,0x66,0x67,0x00,
0x0e,0x00,0x00,0x00,0x73,0x6c,0x69,0x64,0x65,0x72,0x5f,0x64,0x72,0x61,0x67,0x5f,0x6f,0x00,0x00,0x00,
0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x0a,0x00,
0x00,0x00,0xa0,0xa0,0xa0,0xff,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,
0xf0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x63,0x68,
0x65,0x63,0x6b,0x65,0x64,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x06,0x00,
0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x75,0x6e,0x63,0x68,0x65,0x63,
0x6b,0x65,0x64,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x06,0x00,0x00,0x00,
0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x75,0x6e,0x6d,0x75,0x74,0x65,0x64,0x00,
0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,
0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x6d,0x75,0x74,0x65,0x64,0x00,0x04,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0xf5,0xf5,0xf5,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x11,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x12,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x63,0x68,
0x65,0x63,0x6b,0x00,0x04,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf5,0xf5,0xf5,0xff,0x06,0x00,0x00,0x00,
0x00,0x00,0x00,0xff,0x11,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x12,0x00,0x00,0x00,0x02,0x00,0x00,0x00,
0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xea,0xea,0xea,0xff,0x06,0x00,0x00,0x00,
0x00,0x00,0x00,0xff,0x11,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x12,0x00,0x00,0x00,0x02,0x00,0x00,0x00,
0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x04,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0xea,0xea,0xea,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x11,0x00,0x00,0x00,0x04,0x00,
0x00,0x00,0x12,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0xf0,0xf0,0xf0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,
0x00,0x00,0x72,0x61,0x64,0x69,0x6f,0x5f,0x63,0x68,0x65,0x63,0x6b,0x65,0x64,0x00,0x02,0x00,0x00,0x00,
0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,
0x0e,0x00,0x00,0x00,0x72,0x61,0x64,0x69,0x6f,0x5f,0x75,0x6e,0x63,0x68,0x65,0x63,0x6b,0x65,0x64,0x00,
0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x6c,0x65,0x66,0x74,0x5f,0x6f,0x6e,0x00,
0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x6c,0x65,0x66,0x74,0x5f,0x6f,0x66,0x66,
0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x6d,0x69,0x64,0x64,0x6c,0x65,0x5f,
0x6f,0x6e,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x6d,0x69,0x64,0x64,0x6c,
0x65,0x5f,0x6f,0x66,0x66,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x72,0x69,
0x67,0x68,0x74,0x5f,0x6f,0x6e,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x72,
0x69,0x67,0x68,0x74,0x5f,0x6f,0x66,0x66,0x00,0x04,0x00,0x00,0x00,0x11,0x00,0x00,0x00,0x04,0x00,0x00,
0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf5,0xf5,0xf5,0xff,0x12,0x00,0x00,
0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x04,
0x00,0x00,0x00,0x11,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,
0x00,0x00,0x00,0xf5,0xf5,0xf5,0xff,0x12,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x04,
0x00,0x00,0x00,0x11,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,
0x00,0x00,0x00,0xea,0xea,0xea,0xff,0x12,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0e,
0x00,0x00,0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x04,0x00,0x00,0x00,0x11,0x00,0x00,0x00,0x04,0x00,0x00,
0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xea,0xea,0xea,0xff,0x12,0x00,0x00,
0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xe0,0xe0,0xe0,
0xff,0x0a,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x00,0x00,0x00,
0x00,0x01,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x00,0x00,0x00,0x00,0x03,0x00,0x00,
0x00,0x01,0x00,0x00,0x00,0xe0,0xe0,0xe0,0xff,0x0a,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x06,0x00,0x00,
0x00,0x00,0x00,0x00,0xff,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xe0,0xe0,0xe0,
0xff,0x0a,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,
0x00,0x0e,0x00,0x00,0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,
0x00,0x00,0xff,0x00,0x00,0x00,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x06,
0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x1c,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x29,0x29,0x29,0xff,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0xc0,0xc0,0xc0,0xff,0x02,0x00,0x00,0x00,0x80,0x80,0x80,0xff,0x00,0x00,0x00,0x00,0x02,
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xc0,0xc0,0xc0,0xff,0x02,0x00,0x00,0x00,0x80,0x80,0x80,0xff,0x00,
0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xc0,0xc0,0xc0,0xff,0x02,0x00,0x00,0x00,0x80,
0x80,0x80,0xff,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xbe,0xbe,0xbe,0xff,0x01,
0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xbe,
0xbe,0xbe,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xbe,0xbe,0xbe,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xd0,0xd0,0xd0,0xff,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0xc0,0xc0,0xc0,0xff,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xc0,
0xc0,0xc0,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x28,
0x28,0x28,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x19,
0x19,0x19,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,
0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x28,
0x28,0x28,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x19,
0x19,0x19,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x48,
0x48,0x48,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
